Geographic Area Name,novehicle,onevehicle,twovehicle,threevehicle,Median income (dollars),Average vehicle,percent_households_with_car
Census Tract 5301,295,213,163,146,37230,1.195838433,64
Census Tract 3008,296,413,278,94,27353,1.157261795,73
Census Tract 505,297,1022,708,92,213214,1.280792827,86
Census Tract 711,298,513,222,30,"250,000+",0.98494826,72
Census Tract 8051.11,298,835,1323,302,80668,1.590645395,89
Census Tract 502,299,916,702,109,181875,1.306515301,85
Census Tract 1604,301,877,578,175,85476,1.324702227,84
Census Tract 1613,301,508,493,102,63250,1.282051282,79
Census Tract 7305,301,761,428,250,65111,1.360344828,83
Census Tract 4701,302,250,377,63,74148,1.202620968,70
Census Tract 6403,302,752,931,309,66542,1.543591979,87
Census Tract 8179,302,943,630,278,83197,1.410589875,86
Census Tract 206.02,304,542,551,235,62942,1.439338235,81
Census Tract 602,305,628,104,54,201917,0.914757104,72
Census Tract 8233.04,305,1137,680,447,63845,1.493966524,88
Census Tract 4202,306,212,104,15,70000,0.729984301,52
Census Tract 8024.04,306,1143,1169,425,60402,1.562931318,90
Census Tract 8149,306,1214,696,271,54286,1.374748693,88
Census Tract 8413,306,929,460,41,51912,1.1359447,82
Census Tract 206.01,307,821,750,120,58333,1.341841842,85
Census Tract 4603.02,308,533,243,64,44239,1.054878049,73
Census Tract 4203,309,305,64,19,47000,0.703012912,56
Census Tract 8264.02,309,629,520,266,58856,1.430974478,82
Census Tract 8356,309,96,40,8,32237,0.441501104,32
Census Tract 8159,310,1697,496,183,101076,1.205510052,88
Census Tract 8367,310,534,176,21,62982,0.911623439,70
Census Tract 6603.02,311,644,363,109,37397,1.189208129,78
Census Tract 5103,312,977,427,135,27003,1.207995678,83
Census Tract 8016.03,312,380,522,271,51598,1.506397306,79
Census Tract 1503,314,1235,1128,331,90603,1.490691489,90
Census Tract 2912,314,274,71,69,28214,0.855769231,57
Census Tract 8236.02,314,1124,1006,406,74414,1.527719298,89
Census Tract 1903,315,590,453,492,86860,1.606486486,83
Census Tract 8302.01,315,779,708,473,80407,1.588571429,86
Census Tract 4603.01,317,391,379,63,40240,1.163478261,72
Census Tract 8077,318,842,654,334,87325,1.467411546,85
Census Tract 2601,319,172,26,9,31346,0.477186312,39
Census Tract 205,320,1112,579,92,46812,1.21065145,85
Census Tract 209.02,320,929,228,114,43255,1.08548083,80
Census Tract 5302,320,598,270,116,52042,1.139570552,75
Census Tract 8314,320,434,217,50,34063,0.997061704,69
Census Tract 2212,321,527,344,61,119464,1.115722267,74
Census Tract 4102,321,325,71,23,79792,0.724324324,57
Census Tract 8347,321,208,28,22,30804,0.569948187,45
Census Tract 8059.01,322,789,679,153,100022,1.34122491,83
Census Tract 8213,322,809,575,298,55389,1.423652695,84
Census Tract 1911,323,801,606,160,53058,1.319047619,83
Census Tract 6119,323,116,74,27,45417,0.638888889,40
Census Tract 6903,323,367,24,26,31923,0.666216216,56
Census Tract 8417,323,233,43,30,22115,0.650238474,49
Census Tract 2503,324,659,341,203,45402,1.277013752,79
Census Tract 605,325,277,64,10,193500,0.643491124,52
Census Tract 3812,325,350,157,108,85727,1.05106383,65
Census Tract 8255.01,325,609,632,346,69179,1.52248954,83
Census Tract 6811,326,444,98,0,18750,0.737327189,62
Census Tract 8262.01,328,1219,391,187,76500,1.205647059,85
Census Tract 8100,330,1611,679,85,158733,1.191866913,88
Census Tract 8322,330,765,348,47,195438,1.075167785,78
Census Tract 4805,331,468,318,78,82500,1.119665272,72
Census Tract 8271,331,434,246,90,50114,1.086285195,70
Census Tract 1105.02,332,614,537,86,100607,1.240280433,79
Census Tract 8148,332,729,937,198,60264,1.45582878,85
Census Tract 2516,333,371,371,89,30625,1.18556701,71
Census Tract 4306,333,254,137,80,75144,0.955223881,59
Census Tract 8342,334,1074,320,139,64476,1.141403321,82
Census Tract 8397,335,805,519,167,97315,1.283680175,82
Census Tract 4204,336,264,23,29,30638,0.608895706,48
Census Tract 8316,336,850,648,593,71394,1.617222909,86
Census Tract 8261,337,1098,417,186,56100,1.221786065,83
Census Tract 6501,338,427,468,144,50250,1.30355846,75
Census Tract 8094.01,338,650,224,54,139643,0.995260664,73
Census Tract 8351,338,301,340,281,45591,1.447619048,73
Census Tract 3017.01,341,393,309,247,46601,1.358139535,74
Census Tract 4205,342,451,83,3,35703,0.712172924,61
Census Tract 2433,343,568,257,46,154926,1.004942339,72
Census Tract 4004,343,401,51,68,36090,0.819235226,60
Census Tract 703,344,914,306,32,249167,1.016290727,78
Census Tract 5102,345,407,378,125,51875,1.225498008,73
Census Tract 207.02,347,1219,565,251,62565,1.302267003,85
Census Tract 8047.09,347,1008,891,525,83756,1.575243594,87
Census Tract 8339,349,200,205,53,36652,0.95291202,57
Census Tract 1913.01,350,423,490,418,85213,1.580606782,79
Census Tract 6122,350,445,229,99,32500,1.06856634,69
Census Tract 2105.01,351,678,270,57,53750,1.024336283,74
Census Tract 203.01,352,898,802,81,71536,1.286919831,83
Census Tract 2505,352,933,1038,352,128379,1.519626168,87
Census Tract 2513,352,553,354,107,32538,1.158125915,74
Census Tract 2608,353,188,154,51,34286,0.86997319,53
Census Tract 2305,354,486,298,43,40500,1.025402202,70
Census Tract 8371,354,226,72,22,38092,0.646884273,47
Census Tract 705,355,512,282,113,248750,1.121236133,72
Census Tract 2411,357,636,365,67,92063,1.099649123,75
Census Tract 2424,357,654,379,49,140781,1.083391244,75
Census Tract 4206,358,489,84,11,32500,0.732484076,62
Census Tract 8318,358,1161,706,165,65877,1.283682008,85
Census Tract 1102,359,534,255,163,95294,1.169336384,73
Census Tract 2435,359,1033,450,110,174079,1.15932377,82
Census Tract 8373,359,376,113,65,30319,0.872946331,61
Census Tract 2309,360,875,426,135,53939,1.187082405,80
Census Tract 8419,360,867,374,11,125625,1.022332506,78
Census Tract 6913,361,551,89,90,49191,0.915673694,67
Census Tract 1908,362,476,779,300,64387,1.530516432,81
Census Tract 2705,362,183,35,18,29469,0.513377926,39
Census Tract 4403,362,849,560,242,89821,1.338797814,82
Census Tract 6716,362,205,60,42,38250,0.674140508,46
Census Tract 7112,363,539,637,192,75714,1.380127094,79
Census Tract 3016,365,760,149,112,26698,1.005772006,74
Census Tract 5805.02,366,583,254,207,41861,1.214184397,74
Census Tract 8325,366,487,451,51,247813,1.13800738,73
Census Tract 8095,367,1127,404,0,126838,1.019494204,81
Census Tract 712,368,402,117,0,130833,0.717023675,59
Census Tract 8361,368,316,74,14,24479,0.655440415,52
Census Tract 3405,371,425,87,20,24750,0.72978959,59
Census Tract 8434,371,249,95,0,34439,0.613986014,48
Census Tract 4909.02,374,666,498,191,75590,1.292654714,78
Census Tract 2610,375,350,116,27,39967,0.763824885,57
Census Tract 8126,376,869,420,53,110774,1.087310827,78
Census Tract 8102,377,1590,392,185,66146,1.151336478,85
Census Tract 6915,378,406,50,40,19554,0.71624714,57
Census Tract 7106,378,387,67,12,48676,0.659952607,55
Census Tract 2922,379,265,275,23,47656,0.938428875,60
Census Tract 2425,381,770,375,37,88194,1.043506078,76
Census Tract 2416,383,883,270,49,99097,0.990536278,76
Census Tract 3109,383,840,309,114,41847,1.093560146,77
Census Tract 4602,385,331,143,66,31989,0.881081081,58
Census Tract 5703,386,499,555,224,60625,1.370793269,77
Census Tract 6004,387,607,361,183,76667,1.22106632,75
Census Tract 633.03,388,397,23,26,159792,0.62470024,53
Census Tract 6813,388,289,85,36,22813,0.710526316,51
Census Tract 8348,388,234,80,9,51691,0.592123769,45
Census Tract 8355,388,186,84,22,22308,0.617647059,43
Census Tract 4608,389,585,283,40,29434,0.979953739,70
Census Tract 8396,390,377,68,55,59792,0.761797753,56
Census Tract 618,391,299,55,11,119750,0.584656085,48
Census Tract 4207,392,527,157,29,29271,0.839819005,65
Census Tract 4303,392,358,120,15,25781,0.726553672,56
Census Tract 610,394,519,165,9,191719,0.805887764,64
Census Tract 8023,394,997,731,378,195078,1.4372,84
Census Tract 209.01,395,1135,530,127,43241,1.177869227,82
Census Tract 6609,395,543,463,91,43598,1.167560322,74
Census Tract 6812,395,240,128,24,23852,0.721728081,50
Census Tract 8267,399,744,563,261,50500,1.348754448,80
Census Tract 8436,402,649,351,71,72391,1.061778683,73
Census Tract 3012,403,594,199,156,33500,1.079881657,70
Census Tract 2215,404,660,224,69,91058,0.969049374,70
Census Tract 8255.03,405,928,1038,140,59908,1.363600159,84
Census Tract 4107,407,504,104,0,86771,0.701477833,60
Census Tract 8346,409,291,81,30,29154,0.669543773,50
Census Tract 1406.02,411,634,511,117,46250,1.199641363,75
Census Tract 6309,411,478,340,141,49083,1.154014599,70
Census Tract 8370,411,244,93,0,39806,0.57486631,45
Census Tract 634,414,626,147,39,191288,0.845840131,66
Census Tract 8392,414,749,173,20,59167,0.851769912,69
Census Tract 1002,415,910,1018,403,129875,1.513109978,85
Census Tract 8439,415,1386,157,71,82679,0.94282898,80
Census Tract 8212,417,831,573,295,68779,1.352551985,80
Census Tract 8349,418,227,13,29,41579,0.494905386,39
Census Tract 409,419,409,216,9,175341,0.824311491,60
Census Tract 2522.02,419,748,237,202,40313,1.138231631,74
Census Tract 8258.03,422,1116,648,208,70833,1.268170426,82
Census Tract 301.04,427,558,23,0,75582,0.599206349,58
Census Tract 4304,431,624,107,61,47628,0.834832379,65
Census Tract 6007,431,422,247,71,39559,0.964133219,63
Census Tract 7107,431,660,164,76,50321,0.913598798,68
Census Tract 1301,432,664,494,207,87315,1.264885921,76
Census Tract 307.01,438,338,54,5,67000,0.552095808,48
Census Tract 8032,439,657,674,402,128125,1.478360958,80
Census Tract 8128.01,439,935,321,17,94662,0.950934579,74
Census Tract 2434,441,464,344,72,96620,1.035579107,67
Census Tract 3108,443,619,223,248,65811,1.180039139,71
Census Tract 3504,443,203,12,10,23583,0.384730539,34
Census Tract 6113,445,315,200,64,41596,0.885742188,57
Census Tract 5305.01,446,635,320,356,51189,1.333523051,75
Census Tract 8094.02,446,623,170,8,115481,0.791499599,64
Census Tract 8378,446,393,164,28,54539,0.780795344,57
Census Tract 2507,448,1012,413,291,51213,1.252772643,79
Census Tract 7104,449,1099,397,169,53235,1.135288553,79
Census Tract 8308,450,814,191,8,120333,0.833902939,69
Census Tract 8333,450,430,151,6,170497,0.723240116,57
Census Tract 2831,452,430,430,13,-,1.003018868,66
Census Tract 6911,453,274,81,63,25278,0.717566016,48
Census Tract 4914,454,474,144,49,36250,0.81088314,60
Census Tract 6914,455,498,199,106,36615,0.965023847,64
Census Tract 102.02,457,537,143,46,47500,0.812341505,61
Census Tract 310,457,1214,378,7,117333,0.968385214,78
Census Tract 4601,457,269,157,106,41971,0.911021234,54
Census Tract 2504,461,639,626,249,47150,1.335696203,77
Census Tract 6608,461,996,330,238,43289,1.17037037,77
Census Tract 1402,462,937,384,123,59967,1.088142707,76
Census Tract 8060.04,462,1162,934,530,75283,1.49611399,85
Census Tract 4201,463,243,105,18,28125,0.611580217,44
Census Tract 4610,463,139,88,0,53194,0.456521739,33
Census Tract 8368,463,263,73,12,19766,0.548705302,43
Census Tract 301.03,469,325,161,5,100012,0.689583333,51
Census Tract 8424,469,688,209,38,52760,0.868945869,67
Census Tract 4105,472,566,300,30,114063,0.918128655,65
Census Tract 307.02,473,913,85,7,105420,0.746955345,68
Census Tract 8430,474,327,113,40,30167,0.705450734,50
Census Tract 2909,475,510,115,65,29821,0.802575107,59
Census Tract 4402.02,475,758,257,44,53871,0.915254237,69
Census Tract 7105,480,784,162,100,41386,0.922673657,69
Census Tract 629,481,857,386,64,191071,1.018456376,73
Census Tract 6912,482,454,87,16,28854,0.650625602,54
Census Tract 407,483,694,358,38,150208,0.968849332,69
Census Tract 6203,489,707,650,467,61250,1.473411154,79
Census Tract 4910,492,301,171,82,46107,0.849904398,53
Census Tract 1603,494,777,428,90,89583,1.06372275,72
Census Tract 3801,495,516,109,11,120188,0.67816092,56
Census Tract 8412,496,642,280,182,55493,1.0925,69
Census Tract 319,498,607,192,18,148125,0.794676806,62
Census Tract 704,501,652,343,47,"250,000+",0.958522359,68
Census Tract 2306,503,641,550,232,44320,1.265316719,74
Census Tract 4909.01,503,465,172,97,42708,0.889248181,59
Census Tract 6904,509,741,157,39,27750,0.810511757,65
Census Tract 404.02,510,1461,418,12,145530,0.971678467,79
Census Tract 812.02,513,1119,153,26,"250,000+",0.829928216,72
Census Tract 4005,514,414,67,16,28705,0.589515331,49
Census Tract 6810,517,307,119,97,32589,0.803846154,50
Census Tract 2214,519,657,273,23,153500,0.864130435,65
Census Tract 4109,519,991,223,7,133370,0.837931034,70
Census Tract 2213,522,594,261,69,95781,0.914937759,64
Census Tract 3302,522,902,364,27,182083,0.942699725,71
Census Tract 4401.02,526,960,181,110,57772,0.929656725,70
Census Tract 2414,527,1343,621,28,179375,1.059547439,79
Census Tract 2925,531,583,245,109,51075,0.953678474,64
Census Tract 303,533,590,280,94,65833,0.956579826,64
Census Tract 3511,535,408,71,0,14303,0.542406312,47
Census Tract 8380,539,546,157,33,41222,0.752156863,58
Census Tract 302,543,1223,608,123,96250,1.124549459,78
Census Tract 1407.02,545,1008,415,143,56458,1.073898626,74
Census Tract 1502,548,1185,866,305,93324,1.319559229,81
Census Tract 713,549,1247,388,0,158750,0.926282051,75
Census Tract 402.01,556,1512,762,223,92924,1.213560432,82
Census Tract 4106,562,474,124,22,124583,0.666666667,52
Census Tract 7302.01,570,854,528,103,63750,1.079805353,72
Census Tract 8381,573,250,78,93,160478,0.689134809,42
Census Tract 6610,574,838,457,237,43601,1.16951567,73
Census Tract 5401.02,579,516,44,50,29831,0.634146341,51
Census Tract 308,583,1059,356,99,141442,0.98617072,72
Census Tract 4008,583,327,85,0,20197,0.499497487,41
Census Tract 8425,591,254,21,0,20041,0.341801386,32
Census Tract 107.02,594,1031,174,36,65897,0.810354223,68
Census Tract 2211,596,1059,276,64,87875,0.903759398,70
Census Tract 6103,596,750,387,228,32167,1.125956145,70
Census Tract 2420,600,874,382,192,134633,1.081054688,71
Census Tract 8350,600,678,444,174,38537,1.101265823,68
Census Tract 2511,601,687,142,196,30024,0.958794588,63
Census Tract 6909,604,694,282,171,59758,1.011422045,66
Census Tract 8123.01,604,1355,660,35,113852,1.047475509,77
Census Tract 8344,604,709,519,46,87813,1.00372737,68
Census Tract 8422,604,1297,173,35,143580,0.828828829,71
Census Tract 3501,611,828,95,0,57275,0.663624511,60
Census Tract 8343,616,1173,594,211,73095,1.154202005,76
Census Tract 4307,619,643,143,16,41066,0.687543983,56
Census Tract 8311,619,1090,670,295,83780,1.239715782,77
Census Tract 4101,623,558,104,0,102260,0.596108949,52
Census Tract 3514,631,191,72,0,18750,0.374720358,29
Census Tract 1408,633,1315,444,128,108009,1.026587302,75
Census Tract 315.01,636,1097,87,39,44263,0.746637977,66
Census Tract 3106,637,948,488,43,91391,0.970226843,70
Census Tract 2515,640,426,224,56,71548,0.774145617,52
Census Tract 8321,640,960,223,0,65739,0.771256171,65
Census Tract 7102,641,687,202,113,43108,0.870359099,61
Census Tract 8364,643,775,239,115,46332,0.901805869,64
Census Tract 105.03,648,321,78,11,47969,0.482041588,39
Census Tract 2312,652,1075,134,90,36060,0.82675551,67
Census Tract 701.03,655,473,7,0,70469,0.42907489,42
Census Tract 1003,656,791,863,408,111659,1.376379691,76
Census Tract 6606,657,797,230,204,36632,0.989936441,65
Census Tract 3904,660,516,140,87,-,0.753385602,53
Census Tract 105.02,669,644,186,10,60250,0.693174288,56
Census Tract 804,672,1158,122,14,-,0.734486267,66
Census Tract 4313.01,673,528,193,49,38633,0.735273735,53
Census Tract 5401.01,673,718,136,41,20850,0.709821429,57
Census Tract 620,676,716,168,17,142375,0.699429296,57
Census Tract 3802,685,447,60,5,57962,0.486215539,43
Census Tract 2521.02,686,922,339,183,45086,1.008920188,68
Census Tract 814.01,687,554,30,9,227216,0.50078125,46
Census Tract 8093,689,447,374,70,171402,0.889240506,56
Census Tract 2426,690,1080,461,173,72269,1.048668885,71
Census Tract 4301.01,691,692,97,61,35087,0.693705386,55
Census Tract 8330,691,1458,382,14,172363,0.889587426,73
Census Tract 631,692,532,122,0,152321,0.576523031,49
Census Tract 8306,695,900,403,74,60250,0.930501931,66
Census Tract 630,698,807,202,89,187788,0.822939866,61
Census Tract 702,713,995,321,54,184375,0.863658185,66
Census Tract 802.01,713,1323,112,19,166719,0.740193816,67
Census Tract 4313.02,724,436,142,70,35270,0.677842566,47
Census Tract 8429,726,433,157,0,26600,0.567629179,45
Census Tract 8307,727,920,143,132,86450,0.833506764,62
Census Tract 3903,733,680,92,139,42740,0.77919708,55
Census Tract 621,759,918,149,39,185813,0.714745308,59
Census Tract 8387,760,483,149,120,30901,0.75462963,50
Census Tract 2518,768,555,214,109,22407,0.795868773,53
Census Tract 4605,771,1094,732,80,94426,1.045199851,71
Census Tract 4301.02,778,1214,238,60,49500,0.816593886,66
Census Tract 3510,793,1192,312,0,57975,0.79059643,65
Census Tract 305,798,1297,521,317,120096,1.121718377,73
Census Tract 402.02,809,1254,627,69,52681,0.984052193,71
Census Tract 2315,815,738,324,180,40250,0.936315022,60
Census Tract 8331,820,2550,612,25,159756,0.960569004,80
Census Tract 306.01,836,837,173,0,46875,0.64084507,55
Census Tract 306.03,850,554,28,11,40563,0.445599446,41
Census Tract 3806,851,718,332,21,50167,0.75182102,56
Census Tract 301.01,853,697,357,49,57650,0.796523517,56
Census Tract 306.04,856,1054,124,24,84583,0.667638484,58
Census Tract 301.02,862,841,114,5,61167,0.594950604,53
Census Tract 701.01,876,1254,137,0,127563,0.674018527,61
Census Tract 4108,920,699,104,0,79431,0.526407429,47
Census Tract 4305,930,634,121,22,20866,0.551845343,46
Census Tract 102.01,945,1400,460,90,50698,0.894645941,67
Census Tract 307.06,954,732,196,0,70455,0.597236982,49
Census Tract 3907,968,2232,241,13,114944,0.797046902,72
Census Tract 714,983,1587,262,15,214784,0.757288374,65
Census Tract 802.02,987,1149,157,0,247411,0.638028783,57
Census Tract 311,999,989,385,51,109405,0.788778878,59
Census Tract 2519,1011,700,263,24,33819,0.64964965,49
Census Tract 7108,1011,535,334,14,22269,0.657338965,47
Census Tract 803,1018,1396,423,0,199869,0.790271413,64
Census Tract 701.02,1023,817,179,95,219214,0.690633869,52
Census Tract 814.02,1045,1682,415,31,231591,0.8209896,67
Census Tract 3301.03,1045,3074,501,49,131730,0.904476333,78
Census Tract 104,1059,981,161,13,93852,0.606142728,52
Census Tract 4402.01,1066,903,382,128,-,0.827349738,57
Census Tract 103,1075,1162,757,41,76028,0.922240527,65
Census Tract 2514,1078,614,307,52,46350,0.674792784,47
Census Tract 307.03,1114,608,139,30,-,0.516129032,41
Census Tract 2206.02,1131,1199,250,72,87024,0.722096531,57
Census Tract 4110,1135,991,80,0,94044,0.52175884,49
Census Tract 8411,1169,970,507,159,60636,0.877361854,58
Census Tract 619.02,1178,1329,176,71,112917,0.687726943,57
Census Tract 101,1183,890,343,37,79102,0.687729311,52
Census Tract 2520,1195,897,175,157,33077,0.708745875,51
Census Tract 105.01,1199,967,140,0,56196,0.540763226,48
Census Tract 106,1205,1176,474,0,101400,0.743957968,58
Census Tract 6809,1246,480,123,13,23008,0.41084855,33
Census Tract 314,1269,1411,342,20,110833,0.708415516,58
Census Tract 633.01,1274,522,171,0,121591,0.439247585,35
Census Tract 4401.01,1281,725,205,0,25139,0.513342379,42
Census Tract 815,1291,1627,250,57,"250,000+",0.71255814,60
Census Tract 317,1301,1576,358,198,142851,0.840664142,62
Census Tract 3206,1324,1491,236,0,181908,0.643395608,57
Census Tract 608,1330,1945,157,29,87361,0.677838775,62
Census Tract 315.02,1416,737,206,0,37957,0.487070793,40
Census Tract 816,1427,1008,123,0,159750,0.49022674,44
Census Tract 633.02,1438,1117,94,0,136509,0.492638732,46
Census Tract 4302,1468,564,257,165,34957,0.640994295,40
Census Tract 3301.02,1470,3386,614,0,181680,0.843510055,73
Census Tract 812.01,1481,1297,204,31,"250,000+",0.596747428,51
Census Tract 619.01,1491,750,81,0,119013,0.392764858,36
Census Tract 4314,1529,1406,305,0,33457,0.622222222,53
Census Tract 801,1531,2225,209,174,201438,0.764677458,63
Census Tract 3201.02,1545,430,268,0,231152,0.430673206,31
Census Tract 313,1643,2239,537,15,83401,0.757329725,63
Census Tract 715,1656,1757,297,95,193646,0.692772668,56
Census Tract 2819,1716,1854,199,0,138429,0.59750597,54
Census Tract 312,1722,1250,171,16,38837,0.51915163,45
Census Tract 813,1790,1345,269,157,225714,0.661050267,50
Census Tract 817,1852,1009,94,34,167813,0.43459351,38
Census Tract 3201.01,1854,2652,617,0,183768,0.758539918,64
Census Tract 811,1868,857,184,31,144877,0.44829932,36
Census Tract 321,1891,1716,388,0,101711,0.623779725,53
Census Tract 609,1985,2434,222,0,145909,0.620124973,57
Census Tract 2801,2044,2094,320,3,201020,0.614884555,54
Census Tract 632,2064,1728,390,0,175900,0.599713056,51
Census Tract 818,2124,3836,649,25,"250,000+",0.785197468,68
Census Tract 8391,2125,1834,235,0,154306,0.549356223,49
Census Tract 8390,2813,2269,562,0,128920,0.601169383,50
Census Tract 810,3079,1655,148,0,144669,0.399631299,37
Census Tract 814.03,3257,2112,648,40,186310,0.582466568,46
