NAME,novehicle,onevehicle,twovehicle,threevehicle,medianincome
"Census Tract 8080.02, Cook County, Illinois",197,768,541,248,77500
"Census Tract 8081, Cook County, Illinois",215,1026,281,164,72292
"Census Tract 8082, Cook County, Illinois",81,476,753,449,87321
"Census Tract 8083.01, Cook County, Illinois",288,828,1045,411,110848
"Census Tract 8083.02, Cook County, Illinois",95,698,563,337,107742
"Census Tract 8084, Cook County, Illinois",37,385,717,326,123313
"Census Tract 8085, Cook County, Illinois",49,337,652,329,114273
"Census Tract 8086, Cook County, Illinois",9,217,340,170,191250
"Census Tract 8087.02, Cook County, Illinois",122,204,65,0,203523
"Census Tract 8088, Cook County, Illinois",132,636,632,110,"250,000+"
"Census Tract 8089, Cook County, Illinois",72,592,765,171,191583
"Census Tract 8090, Cook County, Illinois",117,446,630,199,233317
"Census Tract 8091, Cook County, Illinois",249,586,483,97,148646
"Census Tract 8092, Cook County, Illinois",261,751,246,242,53409
"Census Tract 8093, Cook County, Illinois",689,447,374,70,171402
"Census Tract 8094.01, Cook County, Illinois",338,650,224,54,139643
"Census Tract 8094.02, Cook County, Illinois",446,623,170,8,115481
"Census Tract 8095, Cook County, Illinois",367,1127,404,0,126838
"Census Tract 8096, Cook County, Illinois",124,621,362,126,112955
"Census Tract 8097, Cook County, Illinois",95,447,520,108,122500
"Census Tract 8098, Cook County, Illinois",233,432,286,17,140707
"Census Tract 8099, Cook County, Illinois",175,550,416,71,173594
"Census Tract 810, Cook County, Illinois",3079,1655,148,0,144669
"Census Tract 8100, Cook County, Illinois",330,1611,679,85,158733
"Census Tract 8101, Cook County, Illinois",261,845,663,32,109167
"Census Tract 8102, Cook County, Illinois",377,1590,392,185,66146
"Census Tract 8103.01, Cook County, Illinois",64,663,454,211,90089
"Census Tract 8103.02, Cook County, Illinois",35,564,392,103,140896
"Census Tract 8104, Cook County, Illinois",61,545,945,596,143558
"Census Tract 8105.01, Cook County, Illinois",159,789,593,397,85395
"Census Tract 8105.02, Cook County, Illinois",249,674,810,342,93691
"Census Tract 8106, Cook County, Illinois",159,619,622,218,75938
"Census Tract 8107.01, Cook County, Illinois",182,890,451,333,62716
"Census Tract 8107.02, Cook County, Illinois",170,616,493,147,89318
"Census Tract 8108, Cook County, Illinois",54,449,694,469,84645
"Census Tract 8109, Cook County, Illinois",242,1150,838,350,75365
"Census Tract 811, Cook County, Illinois",1868,857,184,31,144877
"Census Tract 8110, Cook County, Illinois",36,739,622,298,133646
"Census Tract 8111, Cook County, Illinois",239,898,756,512,69639
"Census Tract 8112, Cook County, Illinois",49,615,768,335,82321
"Census Tract 8113.01, Cook County, Illinois",109,405,601,302,76298
"Census Tract 8113.02, Cook County, Illinois",99,725,268,274,44908
"Census Tract 8114.01, Cook County, Illinois",143,334,466,470,85726
"Census Tract 8114.02, Cook County, Illinois",128,384,544,231,91292
"Census Tract 8115, Cook County, Illinois",93,599,823,418,86282
"Census Tract 8116, Cook County, Illinois",120,853,945,468,65329
"Census Tract 8117.01, Cook County, Illinois",77,456,377,229,68871
"Census Tract 8117.02, Cook County, Illinois",93,703,592,488,65369
"Census Tract 8118, Cook County, Illinois",184,411,585,454,80872
"Census Tract 8119, Cook County, Illinois",68,540,869,337,177321
"Census Tract 812.01, Cook County, Illinois",1481,1297,204,31,"250,000+"
"Census Tract 812.02, Cook County, Illinois",513,1119,153,26,"250,000+"
"Census Tract 8120, Cook County, Illinois",111,1129,863,123,194543
"Census Tract 8121, Cook County, Illinois",81,409,825,214,127188
"Census Tract 8122, Cook County, Illinois",96,352,650,156,236389
"Census Tract 8123.01, Cook County, Illinois",604,1355,660,35,113852
"Census Tract 8123.02, Cook County, Illinois",86,376,416,135,175278
"Census Tract 8124, Cook County, Illinois",20,278,619,150,245119
"Census Tract 8125, Cook County, Illinois",287,830,366,72,133289
"Census Tract 8126, Cook County, Illinois",376,869,420,53,110774
"Census Tract 8127, Cook County, Illinois",187,925,411,73,141319
"Census Tract 8128.01, Cook County, Illinois",439,935,321,17,94662
"Census Tract 8128.02, Cook County, Illinois",217,732,258,20,94886
"Census Tract 8129, Cook County, Illinois",187,650,615,209,158625
"Census Tract 813, Cook County, Illinois",1790,1345,269,157,225714
"Census Tract 8130, Cook County, Illinois",22,603,617,184,141903
"Census Tract 8131, Cook County, Illinois",82,874,699,95,113393
"Census Tract 8132, Cook County, Illinois",108,635,699,97,164196
"Census Tract 8133.01, Cook County, Illinois",112,406,226,129,38795
"Census Tract 8133.02, Cook County, Illinois",137,325,266,147,40255
"Census Tract 8134, Cook County, Illinois",94,513,688,463,51075
"Census Tract 8135, Cook County, Illinois",288,367,695,510,65321
"Census Tract 8136, Cook County, Illinois",175,581,366,470,61968
"Census Tract 8137.01, Cook County, Illinois",180,364,299,79,56635
"Census Tract 8137.02, Cook County, Illinois",101,419,431,271,69920
"Census Tract 8138.01, Cook County, Illinois",100,413,256,152,40638
"Census Tract 8138.02, Cook County, Illinois",138,532,468,166,55721
"Census Tract 8139, Cook County, Illinois",223,418,431,512,58125
"Census Tract 814.01, Cook County, Illinois",687,554,30,9,227216
"Census Tract 814.02, Cook County, Illinois",1045,1682,415,31,231591
"Census Tract 814.03, Cook County, Illinois",3257,2112,648,40,186310
"Census Tract 8140, Cook County, Illinois",83,510,482,255,70500
"Census Tract 8141, Cook County, Illinois",266,423,311,237,44978
"Census Tract 8142, Cook County, Illinois",110,569,995,361,55341
"Census Tract 8143, Cook County, Illinois",148,502,371,406,53500
"Census Tract 8144, Cook County, Illinois",225,924,849,329,60335
"Census Tract 8145, Cook County, Illinois",7,428,639,357,76932
"Census Tract 8146, Cook County, Illinois",108,566,470,508,66116
"Census Tract 8147, Cook County, Illinois",73,543,540,286,80525
"Census Tract 8148, Cook County, Illinois",332,729,937,198,60264
"Census Tract 8149, Cook County, Illinois",306,1214,696,271,54286
"Census Tract 815, Cook County, Illinois",1291,1627,250,57,"250,000+"
"Census Tract 8150, Cook County, Illinois",174,308,438,237,69896
"Census Tract 8151, Cook County, Illinois",42,620,450,336,85677
"Census Tract 8152, Cook County, Illinois",111,948,593,626,62375
"Census Tract 8153, Cook County, Illinois",62,396,604,162,86534
"Census Tract 8154, Cook County, Illinois",233,1021,514,312,79457
"Census Tract 8155, Cook County, Illinois",157,733,735,688,80367
"Census Tract 8156, Cook County, Illinois",70,841,657,317,80240
"Census Tract 8157.01, Cook County, Illinois",112,254,664,227,150625
"Census Tract 8157.02, Cook County, Illinois",87,682,791,329,132148
"Census Tract 8158, Cook County, Illinois",56,229,198,135,102750
"Census Tract 8159, Cook County, Illinois",310,1697,496,183,101076
"Census Tract 816, Cook County, Illinois",1427,1008,123,0,159750
"Census Tract 8160, Cook County, Illinois",137,694,701,67,131813
"Census Tract 8161, Cook County, Illinois",276,1128,759,247,86639
"Census Tract 8162, Cook County, Illinois",171,629,560,293,79896
"Census Tract 8163, Cook County, Illinois",64,497,565,349,63480
"Census Tract 8164.01, Cook County, Illinois",64,414,359,374,59891
"Census Tract 8164.02, Cook County, Illinois",67,287,473,425,52708
"Census Tract 8165, Cook County, Illinois",127,487,478,230,44965
"Census Tract 8166, Cook County, Illinois",54,323,650,250,44911
"Census Tract 8167, Cook County, Illinois",78,261,259,314,61691
"Census Tract 8168, Cook County, Illinois",171,527,639,582,72051
"Census Tract 8169, Cook County, Illinois",86,509,745,456,79534
"Census Tract 817, Cook County, Illinois",1852,1009,94,34,167813
"Census Tract 8170, Cook County, Illinois",276,444,571,306,71875
"Census Tract 8171.01, Cook County, Illinois",179,626,544,289,56047
"Census Tract 8171.02, Cook County, Illinois",108,337,370,213,73895
"Census Tract 8172, Cook County, Illinois",256,640,400,185,61341
"Census Tract 8173, Cook County, Illinois",88,258,247,160,56615
"Census Tract 8174, Cook County, Illinois",79,353,381,357,64954
"Census Tract 8175, Cook County, Illinois",250,546,313,148,74250
"Census Tract 8176, Cook County, Illinois",71,453,439,226,49444
"Census Tract 8177, Cook County, Illinois",67,741,583,393,83478
"Census Tract 8179, Cook County, Illinois",302,943,630,278,83197
"Census Tract 818, Cook County, Illinois",2124,3836,649,25,"250,000+"
"Census Tract 8180, Cook County, Illinois",142,906,549,123,72196
"Census Tract 8181, Cook County, Illinois",31,350,318,196,118451
"Census Tract 8182, Cook County, Illinois",38,784,809,262,107639
"Census Tract 8183, Cook County, Illinois",108,550,643,525,76071
"Census Tract 8184.01, Cook County, Illinois",109,421,468,346,79943
"Census Tract 8184.02, Cook County, Illinois",216,497,597,192,100781
"Census Tract 8185, Cook County, Illinois",37,845,1146,281,118873
"Census Tract 8186, Cook County, Illinois",72,565,955,270,115662
"Census Tract 8187, Cook County, Illinois",39,408,682,245,135355
"Census Tract 8188, Cook County, Illinois",47,633,962,310,123288
"Census Tract 8189, Cook County, Illinois",128,701,700,241,115809
"Census Tract 819, Cook County, Illinois",101,363,87,0,166000
"Census Tract 8190, Cook County, Illinois",103,345,709,294,172378
"Census Tract 8191, Cook County, Illinois",212,699,694,191,74808
"Census Tract 8192, Cook County, Illinois",98,707,646,496,84435
"Census Tract 8193, Cook County, Illinois",17,406,394,138,92340
"Census Tract 8194, Cook County, Illinois",67,686,857,479,82637
"Census Tract 8195, Cook County, Illinois",155,802,373,74,123571
"Census Tract 8196, Cook County, Illinois",9,277,766,243,217750
"Census Tract 8197, Cook County, Illinois",59,374,1091,230,159500
"Census Tract 8198.01, Cook County, Illinois",19,334,866,409,190590
"Census Tract 8198.02, Cook County, Illinois",14,165,584,179,191607
"Census Tract 8199, Cook County, Illinois",12,219,571,249,200592
"Census Tract 8200, Cook County, Illinois",0,87,314,198,241786
"Census Tract 8201.01, Cook County, Illinois",146,989,1383,524,139706
"Census Tract 8201.03, Cook County, Illinois",46,546,737,229,90234
"Census Tract 8201.04, Cook County, Illinois",118,661,613,297,100016
"Census Tract 8202.02, Cook County, Illinois",68,565,520,167,68083
"Census Tract 8202.03, Cook County, Illinois",14,139,524,498,161827
"Census Tract 8202.04, Cook County, Illinois",75,894,695,302,122684
"Census Tract 8203, Cook County, Illinois",32,498,541,498,55292
"Census Tract 8204, Cook County, Illinois",205,551,541,403,46553
"Census Tract 8205.01, Cook County, Illinois",150,360,859,527,76772
"Census Tract 8205.02, Cook County, Illinois",178,740,623,447,66351
"Census Tract 8206.03, Cook County, Illinois",68,647,631,481,83536
"Census Tract 8206.04, Cook County, Illinois",138,586,499,161,50865
"Census Tract 8206.05, Cook County, Illinois",256,887,441,328,51722
"Census Tract 8206.06, Cook County, Illinois",12,544,667,440,101213
"Census Tract 8207, Cook County, Illinois",168,750,862,534,87997
"Census Tract 8208, Cook County, Illinois",37,343,450,332,76694
"Census Tract 8209.01, Cook County, Illinois",279,554,643,334,63655
"Census Tract 8209.02, Cook County, Illinois",60,371,647,477,99167
"Census Tract 8210.01, Cook County, Illinois",60,636,574,302,61196
"Census Tract 8210.02, Cook County, Illinois",85,684,502,518,72692
"Census Tract 8211.01, Cook County, Illinois",34,410,604,331,81196
"Census Tract 8211.02, Cook County, Illinois",84,292,624,509,76820
"Census Tract 8212, Cook County, Illinois",417,831,573,295,68779
"Census Tract 8213, Cook County, Illinois",322,809,575,298,55389
"Census Tract 8214.01, Cook County, Illinois",94,642,441,242,48807
"Census Tract 8214.02, Cook County, Illinois",202,661,364,170,76724
"Census Tract 8215, Cook County, Illinois",171,353,101,29,41767
"Census Tract 8216, Cook County, Illinois",155,577,550,459,92333
"Census Tract 8217, Cook County, Illinois",78,488,791,330,96371
"Census Tract 8218, Cook County, Illinois",163,750,793,379,102647
"Census Tract 8219, Cook County, Illinois",114,624,610,300,94000
"Census Tract 8220, Cook County, Illinois",71,865,536,273,63523
"Census Tract 8221.01, Cook County, Illinois",19,629,580,310,82083
"Census Tract 8221.02, Cook County, Illinois",264,932,346,295,81544
"Census Tract 8222, Cook County, Illinois",31,296,693,187,95172
"Census Tract 8223.01, Cook County, Illinois",80,226,350,412,97188
"Census Tract 8223.02, Cook County, Illinois",120,758,398,334,91944
"Census Tract 8224, Cook County, Illinois",130,659,782,400,57957
"Census Tract 8225, Cook County, Illinois",110,491,809,222,75980
"Census Tract 8226.01, Cook County, Illinois",49,399,844,231,103229
"Census Tract 8226.02, Cook County, Illinois",114,1139,1385,461,101750
"Census Tract 8227.01, Cook County, Illinois",262,866,533,245,79746
"Census Tract 8227.02, Cook County, Illinois",92,540,513,214,77714
"Census Tract 8228.01, Cook County, Illinois",63,587,564,205,119507
"Census Tract 8228.02, Cook County, Illinois",105,347,672,169,101607
"Census Tract 8229, Cook County, Illinois",38,320,255,180,84688
"Census Tract 8230.01, Cook County, Illinois",221,1264,874,346,63917
"Census Tract 8230.02, Cook County, Illinois",153,710,771,462,73224
"Census Tract 8231.01, Cook County, Illinois",212,620,447,281,63485
"Census Tract 8231.02, Cook County, Illinois",105,521,428,351,77782
"Census Tract 8232, Cook County, Illinois",66,728,679,361,80667
"Census Tract 8233.02, Cook County, Illinois",154,1664,581,358,61821
"Census Tract 8233.03, Cook County, Illinois",79,621,627,299,85417
"Census Tract 8233.04, Cook County, Illinois",305,1137,680,447,63845
"Census Tract 8234, Cook County, Illinois",250,676,636,256,56060
"Census Tract 8235, Cook County, Illinois",203,604,651,104,67464
"Census Tract 8236.02, Cook County, Illinois",314,1124,1006,406,74414
"Census Tract 8236.03, Cook County, Illinois",53,205,145,114,61679
"Census Tract 8236.04, Cook County, Illinois",0,349,660,239,112857
"Census Tract 8236.05, Cook County, Illinois",27,328,701,381,99980
"Census Tract 8237.02, Cook County, Illinois",201,1064,909,381,83450
"Census Tract 8237.03, Cook County, Illinois",105,1010,1100,686,61972
"Census Tract 8237.04, Cook County, Illinois",17,168,790,287,92917
"Census Tract 8237.05, Cook County, Illinois",96,515,643,305,69625
"Census Tract 8238.01, Cook County, Illinois",237,538,853,507,132031
"Census Tract 8238.03, Cook County, Illinois",91,741,969,748,102258
"Census Tract 8238.05, Cook County, Illinois",78,827,414,156,72359
"Census Tract 8238.06, Cook County, Illinois",74,603,573,429,69342
"Census Tract 8239.01, Cook County, Illinois",44,621,825,253,120449
"Census Tract 8239.03, Cook County, Illinois",76,395,771,430,113491
"Census Tract 8239.04, Cook County, Illinois",17,483,792,346,116098
"Census Tract 8240.03, Cook County, Illinois",0,427,1040,480,117222
"Census Tract 8240.04, Cook County, Illinois",220,656,788,309,122010
"Census Tract 8240.05, Cook County, Illinois",8,269,1052,582,145644
"Census Tract 8240.06, Cook County, Illinois",14,301,702,652,148163
"Census Tract 8241.05, Cook County, Illinois",15,430,1709,465,115463
"Census Tract 8241.06, Cook County, Illinois",34,780,957,627,102967
"Census Tract 8241.07, Cook County, Illinois",86,844,1043,728,93892
"Census Tract 8241.13, Cook County, Illinois",19,513,1249,625,114351
"Census Tract 8241.14, Cook County, Illinois",0,444,1002,387,140417
"Census Tract 8241.15, Cook County, Illinois",145,368,776,203,89167
"Census Tract 8241.16, Cook County, Illinois",131,1058,817,211,77022
"Census Tract 8241.19, Cook County, Illinois",12,726,937,584,109531
"Census Tract 8241.21, Cook County, Illinois",46,288,724,223,85893
"Census Tract 8241.22, Cook County, Illinois",103,641,944,670,112150
"Census Tract 8241.23, Cook County, Illinois",108,822,1371,461,95288
"Census Tract 8241.24, Cook County, Illinois",87,515,415,120,82083
"Census Tract 8241.25, Cook County, Illinois",45,276,600,574,108611
"Census Tract 8241.26, Cook County, Illinois",0,408,973,664,152515
"Census Tract 8241.27, Cook County, Illinois",33,513,629,319,125787
"Census Tract 8241.28, Cook County, Illinois",87,490,711,394,86689
"Census Tract 8241.29, Cook County, Illinois",0,680,552,413,119156
"Census Tract 8243, Cook County, Illinois",280,494,511,238,58882
"Census Tract 8244, Cook County, Illinois",137,189,272,168,63542
"Census Tract 8245.03, Cook County, Illinois",65,1189,1021,410,84144
"Census Tract 8245.05, Cook County, Illinois",101,775,922,537,64267
"Census Tract 8245.07, Cook County, Illinois",118,797,667,230,70298
"Census Tract 8245.08, Cook County, Illinois",61,913,513,126,82745
"Census Tract 8245.09, Cook County, Illinois",36,306,827,370,109432
"Census Tract 8246.01, Cook County, Illinois",10,386,810,423,85426
"Census Tract 8246.02, Cook County, Illinois",96,692,1361,461,106136
"Census Tract 8247.01, Cook County, Illinois",157,571,517,335,93462
"Census Tract 8247.02, Cook County, Illinois",122,742,929,557,78972
"Census Tract 8248, Cook County, Illinois",128,769,644,837,61542
"Census Tract 8249, Cook County, Illinois",61,373,539,134,41076
"Census Tract 8250, Cook County, Illinois",91,816,565,314,76157
"Census Tract 8252, Cook County, Illinois",4,246,322,136,79734
"Census Tract 8253.02, Cook County, Illinois",16,739,869,584,96731
"Census Tract 8253.03, Cook County, Illinois",72,471,844,220,80189
"Census Tract 8253.04, Cook County, Illinois",0,616,734,311,97083
"Census Tract 8254, Cook County, Illinois",111,982,946,456,111475
"Census Tract 8255.01, Cook County, Illinois",325,609,632,346,69179
"Census Tract 8255.03, Cook County, Illinois",405,928,1038,140,59908
"Census Tract 8255.04, Cook County, Illinois",43,470,379,427,82181
"Census Tract 8255.05, Cook County, Illinois",40,739,467,539,67533
"Census Tract 8256, Cook County, Illinois",70,688,471,327,49816
"Census Tract 8257, Cook County, Illinois",148,941,383,135,46890
"Census Tract 8258.01, Cook County, Illinois",262,688,473,74,52413
"Census Tract 8258.02, Cook County, Illinois",113,805,897,468,59722
"Census Tract 8258.03, Cook County, Illinois",422,1116,648,208,70833
"Census Tract 8259, Cook County, Illinois",135,425,272,252,54011
"Census Tract 8260, Cook County, Illinois",97,417,230,244,50135
"Census Tract 8261, Cook County, Illinois",337,1098,417,186,56100
"Census Tract 8262.01, Cook County, Illinois",328,1219,391,187,76500
"Census Tract 8262.02, Cook County, Illinois",92,828,824,252,40861
"Census Tract 8263.01, Cook County, Illinois",121,650,397,334,61655
"Census Tract 8263.03, Cook County, Illinois",102,475,385,229,54137
"Census Tract 8263.04, Cook County, Illinois",122,753,334,81,36806
"Census Tract 8264.01, Cook County, Illinois",135,548,569,133,61833
"Census Tract 8264.02, Cook County, Illinois",309,629,520,266,58856
"Census Tract 8265, Cook County, Illinois",185,1081,469,308,45736
"Census Tract 8266, Cook County, Illinois",251,1043,310,247,38835
"Census Tract 8267, Cook County, Illinois",399,744,563,261,50500
"Census Tract 8268, Cook County, Illinois",224,693,446,342,45050
"Census Tract 8269.01, Cook County, Illinois",210,385,147,71,23625
"Census Tract 8269.02, Cook County, Illinois",111,170,151,52,34402
"Census Tract 8270, Cook County, Illinois",179,494,726,89,42734
"Census Tract 8271, Cook County, Illinois",331,434,246,90,50114
"Census Tract 8272, Cook County, Illinois",118,649,409,254,76975
"Census Tract 8273, Cook County, Illinois",172,384,215,162,32543
"Census Tract 8274, Cook County, Illinois",212,840,184,179,50391
"Census Tract 8275, Cook County, Illinois",227,654,476,337,54228
"Census Tract 8276, Cook County, Illinois",134,586,158,126,41577
"Census Tract 8277, Cook County, Illinois",98,519,214,157,63625
"Census Tract 8278.01, Cook County, Illinois",62,651,749,272,67336
"Census Tract 8278.02, Cook County, Illinois",73,277,399,212,91065
"Census Tract 8278.04, Cook County, Illinois",55,699,425,130,94487
"Census Tract 8278.05, Cook County, Illinois",68,288,301,315,109000
"Census Tract 8279.01, Cook County, Illinois",38,143,323,206,104808
"Census Tract 8279.02, Cook County, Illinois",46,561,635,264,61613
"Census Tract 8280, Cook County, Illinois",225,818,490,390,75577
"Census Tract 8281, Cook County, Illinois",16,944,622,431,54431
"Census Tract 8282.01, Cook County, Illinois",29,782,493,218,78750
"Census Tract 8282.02, Cook County, Illinois",209,708,592,307,105184
"Census Tract 8283, Cook County, Illinois",69,646,490,203,79643
"Census Tract 8284.01, Cook County, Illinois",88,538,614,172,82910
"Census Tract 8284.02, Cook County, Illinois",197,845,376,165,68750
"Census Tract 8285.03, Cook County, Illinois",65,612,500,309,46029
"Census Tract 8285.04, Cook County, Illinois",99,909,448,299,45986
"Census Tract 8285.05, Cook County, Illinois",52,943,991,731,89909
"Census Tract 8285.07, Cook County, Illinois",41,386,566,345,89433
"Census Tract 8285.08, Cook County, Illinois",115,765,498,171,57974
"Census Tract 8286.01, Cook County, Illinois",41,567,765,208,92470
"Census Tract 8286.02, Cook County, Illinois",56,367,696,274,104400
"Census Tract 8287.01, Cook County, Illinois",152,505,413,254,85237
"Census Tract 8287.02, Cook County, Illinois",26,567,646,207,61458
"Census Tract 8288.01, Cook County, Illinois",57,514,1020,240,103424
"Census Tract 8288.02, Cook County, Illinois",6,414,389,298,72294
"Census Tract 8289, Cook County, Illinois",167,316,554,85,59600
"Census Tract 8290, Cook County, Illinois",193,218,53,0,35156
"Census Tract 8291, Cook County, Illinois",243,352,519,167,43146
"Census Tract 8292, Cook County, Illinois",171,812,516,360,57309
"Census Tract 8293.01, Cook County, Illinois",41,429,686,300,100000
"Census Tract 8293.02, Cook County, Illinois",137,382,430,209,41037
"Census Tract 8294.01, Cook County, Illinois",19,175,85,34,32188
"Census Tract 8294.02, Cook County, Illinois",129,832,403,144,61250
"Census Tract 8295, Cook County, Illinois",232,545,570,213,46799
"Census Tract 8296, Cook County, Illinois",56,509,542,80,84022
"Census Tract 8297, Cook County, Illinois",216,464,387,338,51818
"Census Tract 8298, Cook County, Illinois",116,578,1046,293,119770
"Census Tract 8299.02, Cook County, Illinois",70,1111,792,407,89239
"Census Tract 8299.03, Cook County, Illinois",17,674,533,462,80350
"Census Tract 8299.04, Cook County, Illinois",3,825,701,409,103576
"Census Tract 8300.01, Cook County, Illinois",43,679,411,117,70431
"Census Tract 8300.03, Cook County, Illinois",74,955,1274,678,136190
"Census Tract 8300.04, Cook County, Illinois",123,662,991,667,120427
"Census Tract 8300.05, Cook County, Illinois",225,452,719,312,128385
"Census Tract 8300.06, Cook County, Illinois",143,614,465,87,72917
"Census Tract 8300.07, Cook County, Illinois",118,1132,604,78,62156
"Census Tract 8300.08, Cook County, Illinois",78,384,703,345,101620
"Census Tract 8301, Cook County, Illinois",31,236,486,240,90125
"Census Tract 8302.01, Cook County, Illinois",315,779,708,473,80407
"Census Tract 8302.02, Cook County, Illinois",0,514,472,149,85740
"Census Tract 8303, Cook County, Illinois",253,1159,688,37,56981
"Census Tract 8304, Cook County, Illinois",59,854,537,109,61127
"Census Tract 8305, Cook County, Illinois",88,388,372,189,42033
"Census Tract 8306, Cook County, Illinois",695,900,403,74,60250
"Census Tract 8307, Cook County, Illinois",727,920,143,132,86450
"Census Tract 8308, Cook County, Illinois",450,814,191,8,120333
"Census Tract 8309, Cook County, Illinois",61,675,414,107,114844
"Census Tract 8310, Cook County, Illinois",61,631,267,41,219688
"Census Tract 8311, Cook County, Illinois",619,1090,670,295,83780
"Census Tract 8312, Cook County, Illinois",239,517,570,191,45039
"Census Tract 8313, Cook County, Illinois",30,191,80,27,54236
"Census Tract 8314, Cook County, Illinois",320,434,217,50,34063
"Census Tract 8315, Cook County, Illinois",102,540,530,151,59192
"Census Tract 8316, Cook County, Illinois",336,850,648,593,71394
"Census Tract 8317, Cook County, Illinois",241,362,217,66,90500
"Census Tract 8318, Cook County, Illinois",358,1161,706,165,65877
"Census Tract 8319, Cook County, Illinois",265,855,260,84,205417
"Census Tract 8320, Cook County, Illinois",291,359,189,50,195156
"Census Tract 8321, Cook County, Illinois",640,960,223,0,65739
"Census Tract 8322, Cook County, Illinois",330,765,348,47,195438
"Census Tract 8323, Cook County, Illinois",144,503,255,52,164250
"Census Tract 8324, Cook County, Illinois",247,872,234,44,176417
"Census Tract 8325, Cook County, Illinois",366,487,451,51,247813
"Census Tract 8326, Cook County, Illinois",234,837,390,122,249375
"Census Tract 8329, Cook County, Illinois",221,352,102,45,165948
"Census Tract 8330, Cook County, Illinois",691,1458,382,14,172363
"Census Tract 8331, Cook County, Illinois",820,2550,612,25,159756
"Census Tract 8333, Cook County, Illinois",450,430,151,6,170497
"Census Tract 8339, Cook County, Illinois",349,200,205,53,36652
"Census Tract 8340, Cook County, Illinois",255,635,199,21,50438
"Census Tract 8342, Cook County, Illinois",334,1074,320,139,64476
"Census Tract 8343, Cook County, Illinois",616,1173,594,211,73095
"Census Tract 8344, Cook County, Illinois",604,709,519,46,87813
"Census Tract 8345, Cook County, Illinois",156,200,22,46,37388
"Census Tract 8346, Cook County, Illinois",409,291,81,30,29154
"Census Tract 8347, Cook County, Illinois",321,208,28,22,30804
"Census Tract 8348, Cook County, Illinois",388,234,80,9,51691
"Census Tract 8349, Cook County, Illinois",418,227,13,29,41579
"Census Tract 8350, Cook County, Illinois",600,678,444,174,38537
"Census Tract 8351, Cook County, Illinois",338,301,340,281,45591
"Census Tract 8352, Cook County, Illinois",102,242,164,125,98362
"Census Tract 8355, Cook County, Illinois",388,186,84,22,22308
"Census Tract 8356, Cook County, Illinois",309,96,40,8,32237
"Census Tract 8358, Cook County, Illinois",205,392,93,9,70696
"Census Tract 8360, Cook County, Illinois",178,486,256,118,113558
"Census Tract 8361, Cook County, Illinois",368,316,74,14,24479
"Census Tract 8362, Cook County, Illinois",27,58,17,7,"250,000+"
"Census Tract 8363, Cook County, Illinois",176,346,117,7,112708
"Census Tract 8364, Cook County, Illinois",643,775,239,115,46332
"Census Tract 8365, Cook County, Illinois",207,353,129,57,49464
"Census Tract 8366, Cook County, Illinois",199,411,217,20,66806
"Census Tract 8367, Cook County, Illinois",310,534,176,21,62982
"Census Tract 8368, Cook County, Illinois",463,263,73,12,19766
"Census Tract 8369, Cook County, Illinois",160,247,17,18,25556
"Census Tract 8370, Cook County, Illinois",411,244,93,0,39806
"Census Tract 8371, Cook County, Illinois",354,226,72,22,38092
"Census Tract 8373, Cook County, Illinois",359,376,113,65,30319
"Census Tract 8374, Cook County, Illinois",247,332,81,14,34491
"Census Tract 8378, Cook County, Illinois",446,393,164,28,54539
"Census Tract 8380, Cook County, Illinois",539,546,157,33,41222
"Census Tract 8381, Cook County, Illinois",573,250,78,93,160478
"Census Tract 8382, Cook County, Illinois",105,141,116,34,178250
"Census Tract 8383, Cook County, Illinois",262,434,212,0,154091
"Census Tract 8386, Cook County, Illinois",271,295,49,20,23145
"Census Tract 8387, Cook County, Illinois",760,483,149,120,30901
"Census Tract 8388, Cook County, Illinois",271,478,281,69,37104
"Census Tract 8390, Cook County, Illinois",2813,2269,562,0,128920
"Census Tract 8391, Cook County, Illinois",2125,1834,235,0,154306
"Census Tract 8392, Cook County, Illinois",414,749,173,20,59167
"Census Tract 8395, Cook County, Illinois",274,219,227,30,112750
"Census Tract 8396, Cook County, Illinois",390,377,68,55,59792
"Census Tract 8397, Cook County, Illinois",335,805,519,167,97315
"Census Tract 8398, Cook County, Illinois",211,525,239,41,79792
"Census Tract 8399, Cook County, Illinois",195,1076,550,210,92625
"Census Tract 8400, Cook County, Illinois",101,409,403,51,107578
"Census Tract 8401, Cook County, Illinois",294,611,191,66,57924
"Census Tract 8402, Cook County, Illinois",107,324,275,63,63854
"Census Tract 8403, Cook County, Illinois",163,440,396,171,70093
"Census Tract 8404, Cook County, Illinois",172,361,398,192,62452
"Census Tract 8407, Cook County, Illinois",182,484,189,171,75139
"Census Tract 8408, Cook County, Illinois",91,428,221,61,41208
"Census Tract 8410, Cook County, Illinois",143,341,114,19,117222
"Census Tract 8411, Cook County, Illinois",1169,970,507,159,60636
"Census Tract 8412, Cook County, Illinois",496,642,280,182,55493
"Census Tract 8413, Cook County, Illinois",306,929,460,41,51912
"Census Tract 8415, Cook County, Illinois",276,392,96,32,31932
"Census Tract 8417, Cook County, Illinois",323,233,43,30,22115
"Census Tract 8418, Cook County, Illinois",262,501,124,25,43482
"Census Tract 8419, Cook County, Illinois",360,867,374,11,125625
"Census Tract 8420, Cook County, Illinois",55,158,103,29,174271
"Census Tract 8421, Cook County, Illinois",248,1014,642,173,39360
