id,name,novehicle,onevehicle,twovehicle,threevehicle,medianincome,houseunits,average_vehicles
"750",Census Tract 8030.14,"74","568","660","122","79405","1424","1.5828651685393258"
"751",Census Tract 8030.15,"211","414","953","354","115647","1932","1.7505175983436854"
"752",Census Tract 8030.16,"45","413","425","75","113125","958","1.5532359081419624"
"753",Census Tract 8030.17,"29","954","1157","380","129602","2520","1.7492063492063492"
"754",Census Tract 8031,"16","232","619","291","153182","1158","2.023316062176166"
"755",Census Tract 8032,"439","657","674","402","128125","2172","1.4783609576427257"
"756",Census Tract 8033,"267","1503","1031","148","150227","2949","1.359443879281112"
"757",Census Tract 8034,"47","573","1053","511","134364","2184","1.9285714285714286"
"758",Census Tract 8035,"258","589","1063","294","155128","2204","1.632032667876588"
"759",Census Tract 8036.03,"24","361","1018","752","192390","2155","2.1591647331786543"
"760",Census Tract 8036.04,"67","654","836","227","91420","1784","1.6855381165919283"
"761",Census Tract 8036.05,"111","793","1193","454","108243","2551","1.7800862406899256"
"762",Census Tract 8036.07,"32","344","1069","250","118631","1695","1.9067846607669616"
"772",Census Tract 8038,"73","454","864","348","112326","1739","1.8550891316848763"
"763",Census Tract 8036.08,"169","1009","1597","459","145324","3234","1.725417439703154"
"764",Census Tract 8036.11,"138","855","904","282","70000","2179","1.6103717301514455"
"765",Census Tract 8036.12,"124","464","621","97","53991","1306","1.5290964777947933"
"766",Census Tract 8036.13,"0","342","485","203","65436","1030","1.8650485436893205"
"767",Census Tract 8036.14,"111","689","660","146","48908","1606","1.5236612702366128"
"768",Census Tract 8036.15,"13","525","407","90","117292","1035","1.5545893719806763"
"769",Census Tract 8036.16,"12","806","762","497","98083","2077","1.8396726047183438"
"770",Census Tract 8037.01,"72","529","527","160","135139","1288","1.6017080745341614"
"771",Census Tract 8037.02,"166","955","1225","237","132339","2583","1.5934959349593496"
"773",Census Tract 8039.01,"140","1131","590","118","99125","1979","1.3466397170288025"
"774",Census Tract 8039.02,"16","282","608","322","96875","1228","2.006514657980456"
"775",Census Tract 8040,"134","664","747","395","96613","1940","1.72319587628866"
"776",Census Tract 8041.02,"0","512","1339","587","149957","2438","2.030762920426579"
"777",Census Tract 8041.04,"44","281","1066","421","134398","1812","2.0286975717439293"
"778",Census Tract 8041.05,"27","215","790","372","138953","1404","2.0733618233618234"
"779",Census Tract 8041.06,"13","553","1528","548","125909","2642","1.9882664647993944"
"780",Census Tract 8041.08,"74","1219","521","61","101471","1875","1.3034666666666668"
"781",Census Tract 8041.09,"54","255","587","225","164286","1121","1.8768956289027654"
"782",Census Tract 8042.02,"134","486","1291","746","162363","2657","1.9969890854347008"
"783",Census Tract 8042.03,"0","78","408","515","168580","1001","2.4365634365634365"
"784",Census Tract 8042.04,"28","663","519","588","155259","1798","1.9271412680756397"
"785",Census Tract 8043.05,"237","869","958","523","90255","2587","1.6830305373018941"
"786",Census Tract 8043.06,"103","338","571","1232","97850","2244","2.306595365418895"
"787",Census Tract 8043.08,"54","1049","833","256","68214","2192","1.5889598540145986"
"788",Census Tract 8043.09,"26","270","338","302","99063","936","1.9786324786324787"
"789",Census Tract 8043.12,"6","75","350","231","138402","662","2.217522658610272"
"790",Census Tract 8043.13,"0","597","1268","352","109131","2217","1.889490302210194"
"791",Census Tract 8043.14,"29","126","243","139","130089","537","1.916201117318436"
"792",Census Tract 8043.15,"26","238","390","179","96163","833","1.8667466986794718"
"793",Census Tract 8043.16,"13","453","613","520","105594","1599","2.0256410256410255"
"794",Census Tract 8044.03,"78","630","1204","634","91742","2546","1.9402985074626866"
"795",Census Tract 8044.04,"12","314","618","710","81938","1654","2.2249093107617894"
"796",Census Tract 8044.05,"33","345","488","203","70452","1069","1.8054256314312442"
"797",Census Tract 8044.06,"16","454","748","590","78487","1808","2.0575221238938055"
"798",Census Tract 8045.05,"40","647","505","169","66797","1361","1.5900073475385745"
"799",Census Tract 8045.06,"70","501","784","471","119929","1826","1.9069003285870756"
"800",Census Tract 8045.08,"45","257","321","149","66563","772","1.7435233160621761"
"801",Census Tract 8045.09,"121","319","692","470","91618","1602","1.9431960049937578"
"802",Census Tract 8045.10,"67","283","591","436","63605","1377","2.0137981118373274"
"803",Census Tract 8045.11,"32","253","303","100","62306","688","1.684593023255814"
"804",Census Tract 8045.12,"0","509","555","226","128571","1290","1.7806201550387597"
"805",Census Tract 8045.13,"0","169","943","266","95313","1378","2.0703918722786647"
"806",Census Tract 8045.14,"185","335","665","317","149148","1502","1.7416777629826896"
"807",Census Tract 8046.03,"133","1617","684","337","91004","2771","1.4420786719595815"
"808",Census Tract 8046.06,"17","583","1383","493","153199","2476","1.949919224555735"
"809",Census Tract 8046.07,"188","533","1138","668","112368","2527","1.9046299960427384"
"810",Census Tract 8046.08,"40","681","501","173","125156","1395","1.578494623655914"
"811",Census Tract 8046.09,"30","783","986","489","159483","2288","1.8452797202797202"
"812",Census Tract 8046.10,"37","498","547","91","88750","1173","1.5899403239556693"
"813",Census Tract 8046.11,"31","855","564","311","104875","1761","1.65587734241908"
"814",Census Tract 8047.01,"185","933","948","323","93469","2389","1.589786521557137"
"815",Census Tract 8047.05,"89","572","776","210","83644","1647","1.6721311475409837"
"816",Census Tract 8047.06,"23","80","375","208","117870","686","2.119533527696793"
"817",Census Tract 8047.09,"347","1008","891","525","83756","2771","1.5752435943702634"
"818",Census Tract 8047.10,"61","451","672","267","112132","1451","1.7891109579600275"
"819",Census Tract 8047.11,"87","1287","1033","321","80139","2728","1.5821114369501466"
"820",Census Tract 8047.12,"5","624","793","381","96736","1803","1.8596783139212425"
"821",Census Tract 8047.13,"254","1085","523","292","94336","2154","1.396007428040854"
"822",Census Tract 8047.14,"14","426","449","359","92632","1248","1.923878205128205"
"823",Census Tract 8047.15,"85","568","358","161","45160","1172","1.507679180887372"
"824",Census Tract 8047.16,"8","316","766","344","100952","1434","2.00836820083682"
"825",Census Tract 8048.03,"26","547","981","286","83333","1840","1.8298913043478262"
"826",Census Tract 8048.04,"265","945","926","436","91811","2572","1.5960342146189737"
"827",Census Tract 8048.05,"0","555","998","786","100469","2339","2.098760153911928"
"828",Census Tract 8048.06,"71","227","438","296","81136","1032","1.929263565891473"
"829",Census Tract 8048.07,"22","421","935","440","92381","1818","1.9862486248624862"
"830",Census Tract 8048.08,"3","216","409","246","126719","874","2.0274599542334095"
"831",Census Tract 8048.09,"31","374","756","370","112734","1531","1.9568909209666885"
"832",Census Tract 8048.10,"143","1039","1134","392","83500","2708","1.6554652880354506"
"833",Census Tract 8049.01,"35","730","1041","440","130183","2246","1.8397150489759573"
"834",Census Tract 8049.02,"33","380","1322","435","109544","2170","1.9949308755760369"
"835",Census Tract 8050.01,"50","509","949","350","129720","1858","1.8606027987082885"
"836",Census Tract 8050.02,"267","1062","1367","223","64426","2919","1.5296334361082562"
"837",Census Tract 8051.05,"147","1050","856","369","72986","2422","1.597440132122213"
"838",Census Tract 8051.06,"42","511","432","243","102853","1228","1.713355048859935"
"839",Census Tract 8051.07,"132","1463","1051","153","84408","2799","1.4376563058235083"
"840",Census Tract 8051.08,"39","1150","1225","89","76696","2503","1.5449460647223332"
"841",Census Tract 8051.09,"58","567","725","358","95737","1708","1.809718969555035"
"842",Census Tract 8051.10,"107","886","697","275","98750","1965","1.5801526717557253"
"843",Census Tract 8051.11,"298","835","1323","302","80668","2758","1.590645395213923"
"844",Census Tract 8051.12,"260","251","375","231","88625","1117","1.5165622202327662"
"845",Census Tract 8052.01,"15","207","628","418","107107","1268","2.142744479495268"
"846",Census Tract 8052.02,"109","718","595","277","118229","1699","1.6121247792819304"
"847",Census Tract 8053.01,"24","290","452","270","95972","1036","1.9343629343629345"
"848",Census Tract 8053.02,"68","467","452","370","94777","1357","1.8282977155490052"
"849",Census Tract 8054.01,"65","463","600","351","116000","1479","1.8363759296822177"
"850",Census Tract 8054.02,"85","276","798","465","105742","1624","2.011699507389163"
"851",Census Tract 8055.01,"101","501","663","228","148056","1493","1.681848626925653"
"852",Census Tract 8055.02,"87","651","648","288","178281","1674","1.67921146953405"
"853",Census Tract 8056,"45","430","806","261","160870","1542","1.832036316472114"
"854",Census Tract 8057.01,"60","593","885","325","165139","1863","1.7917337627482555"
"855",Census Tract 8057.02,"21","177","369","156","152292","723","1.9128630705394192"
"856",Census Tract 8058.01,"21","263","528","133","133281","945","1.817989417989418"
"857",Census Tract 8058.02,"42","660","786","353","129375","1841","1.7876154263986963"
"858",Census Tract 8059.01,"322","789","679","153","100022","1943","1.3412249099330933"
"859",Census Tract 8059.02,"97","705","717","531","126000","2050","1.8204878048780488"
"860",Census Tract 8060.01,"237","1150","1052","143","69444","2582","1.4264136328427577"
"861",Census Tract 8060.02,"218","1056","782","329","59808","2385","1.5123689727463312"
"862",Census Tract 8060.04,"462","1162","934","530","75283","3088","1.4961139896373057"
"863",Census Tract 8060.05,"16","556","333","356","89703","1261","1.8160190325138779"
"864",Census Tract 8060.06,"233","581","512","451","93431","1777","1.6646032639279684"
"865",Census Tract 8061.02,"25","470","565","287","115817","1347","1.8270230141054196"
"866",Census Tract 8061.03,"31","616","820","465","99387","1932","1.889751552795031"
"867",Census Tract 8061.04,"276","838","625","92","62163","1831","1.2910977607864556"
"868",Census Tract 8062.01,"135","1229","668","123","63722","2155","1.3614849187935034"
"869",Census Tract 8062.02,"274","1245","619","350","74766","2488","1.420016077170418"
"870",Census Tract 8063,"43","559","739","350","102321","1691","1.8255470136014194"
"871",Census Tract 8064,"23","209","355","207","117125","794","1.9395465994962218"
"872",Census Tract 8065.01,"16","190","291","212","52976","709","1.9858956276445698"
"873",Census Tract 8065.02,"59","438","685","226","77179","1408","1.765625"
"874",Census Tract 8066,"63","266","372","452","99875","1153","2.0520381613183"
"875",Census Tract 8067,"25","580","761","174","143571","1540","1.7038961038961038"
"876",Census Tract 8068.01,"159","722","539","162","73712","1582","1.4450063211125157"
"877",Census Tract 8068.02,"142","335","474","90","76250","1041","1.4918347742555236"
"878",Census Tract 8069,"162","964","695","285","85486","2106","1.5237416904083572"
"879",Census Tract 8070,"211","884","573","260","72054","1928","1.4574688796680497"
"880",Census Tract 8071,"32","335","550","212","125294","1129","1.8343666961913199"
"881",Census Tract 8072,"146","505","830","326","102639","1807","1.7393469839513005"
"882",Census Tract 8073,"187","1055","1205","357","67190","2804","1.6176890156918688"
"883",Census Tract 8074,"214","712","966","305","94844","2197","1.6199362767410106"
"884",Census Tract 8075,"56","265","521","197","119250","1039","1.8267564966313763"
"885",Census Tract 8076,"66","631","609","680","90236","1986","1.958207452165156"
"886",Census Tract 8077,"318","842","654","334","87325","2148","1.4674115456238361"
"887",Census Tract 8078,"31","155","457","150","138542","793","1.9155107187894074"
"888",Census Tract 8079,"16","229","748","332","136458","1325","2.053584905660377"
"889",Census Tract 8080.01,"103","441","579","203","106250","1326","1.665158371040724"
"890",Census Tract 8080.02,"197","768","541","248","77500","1754","1.4789053591790193"
"891",Census Tract 8081,"215","1026","281","164","72292","1686","1.2336892052194544"
"892",Census Tract 8082,"81","476","753","449","87321","1759","1.892552586696987"
"893",Census Tract 8083.01,"288","828","1045","411","110848","2572","1.6139191290824262"
"894",Census Tract 8083.02,"95","698","563","337","107742","1693","1.674542232722977"
"895",Census Tract 8084,"37","385","717","326","123313","1465","1.9092150170648463"
"896",Census Tract 8085,"49","337","652","329","114273","1367","1.922457937088515"
"897",Census Tract 8086,"9","217","340","170","191250","736","1.9116847826086958"
"898",Census Tract 8087.02,"122","204","65","0","203523","391","0.8542199488491049"
"900",Census Tract 8089,"72","592","765","171","191583","1600","1.646875"
"901",Census Tract 8090,"117","446","630","199","233317","1392","1.6544540229885056"
"902",Census Tract 8091,"249","586","483","97","148646","1415","1.3024734982332156"
"903",Census Tract 8092,"261","751","246","242","53409","1500","1.3126666666666666"
"904",Census Tract 8093,"689","447","374","70","171402","1580","0.8892405063291139"
"905",Census Tract 8094.01,"338","650","224","54","139643","1266","0.995260663507109"
"906",Census Tract 8094.02,"446","623","170","8","115481","1247","0.7914995990376904"
"907",Census Tract 8095,"367","1127","404","0","126838","1898","1.0194942044257114"
"908",Census Tract 8096,"124","621","362","126","112955","1233","1.397404703974047"
"909",Census Tract 8097,"95","447","520","108","122500","1170","1.547863247863248"
"910",Census Tract 8098,"233","432","286","17","140707","968","1.0898760330578512"
"911",Census Tract 8099,"175","550","416","71","173594","1212","1.316006600660066"
"912",Census Tract 8100,"330","1611","679","85","158733","2705","1.1918669131238446"
"913",Census Tract 8101,"261","845","663","32","109167","1801","1.2587451415880067"
"914",Census Tract 8102,"377","1590","392","185","66146","2544","1.1513364779874213"
"915",Census Tract 8103.01,"64","663","454","211","90089","1392","1.5833333333333333"
"916",Census Tract 8103.02,"35","564","392","103","140896","1094","1.5146252285191957"
"917",Census Tract 8104,"61","545","945","596","143558","2147","1.9669306008383791"
"918",Census Tract 8105.01,"159","789","593","397","85395","1938","1.6336429308565532"
"919",Census Tract 8105.02,"249","674","810","342","93691","2075","1.6"
"920",Census Tract 8106,"159","619","622","218","75938","1618","1.5556242274412855"
"921",Census Tract 8107.01,"182","890","451","333","62716","1856","1.503771551724138"
"922",Census Tract 8107.02,"170","616","493","147","89318","1426","1.432678821879383"
"923",Census Tract 8108,"54","449","694","469","84645","1666","1.9471788715486193"
"924",Census Tract 8109,"242","1150","838","350","75365","2580","1.5023255813953489"
"925",Census Tract 8110,"36","739","622","298","133646","1695","1.6973451327433628"
"926",Census Tract 8111,"239","898","756","512","69639","2405","1.6407484407484407"
"927",Census Tract 8112,"49","615","768","335","82321","1767","1.7860780984719864"
"928",Census Tract 8113.01,"109","405","601","302","76298","1417","1.7734650670430487"
"929",Census Tract 8113.02,"99","725","268","274","44908","1366","1.5248901903367496"
"930",Census Tract 8114.01,"143","334","466","470","85726","1413","1.8938428874734607"
"931",Census Tract 8114.02,"128","384","544","231","91292","1287","1.6822066822066821"
"932",Census Tract 8115,"93","599","823","418","86282","1933","1.810139679255044"
"933",Census Tract 8116,"120","853","945","468","65329","2386","1.7380553227158424"
"934",Census Tract 8117.01,"77","456","377","229","68871","1139","1.665496049165935"
"935",Census Tract 8117.02,"93","703","592","488","65369","1876","1.7862473347547974"
"936",Census Tract 8118,"184","411","585","454","80872","1634","1.8011015911872705"
"937",Census Tract 8119,"68","540","869","337","177321","1814","1.8131201764057332"
"938",Census Tract 8120,"111","1129","863","123","194543","2226","1.4483378256963162"
"939",Census Tract 8121,"81","409","825","214","127188","1529","1.7665140614780903"
"940",Census Tract 8122,"96","352","650","156","236389","1254","1.6905901116427433"
"941",Census Tract 8123.01,"604","1355","660","35","113852","2654","1.0474755086661642"
"942",Census Tract 8123.02,"86","376","416","135","175278","1013","1.592300098716683"
"943",Census Tract 8124,"20","278","619","150","245119","1067","1.8425492033739457"
"944",Census Tract 8125,"287","830","366","72","133289","1555","1.1434083601286174"
"945",Census Tract 8126,"376","869","420","53","110774","1718","1.0873108265424913"
"946",Census Tract 8127,"187","925","411","73","141319","1596","1.231829573934837"
"947",Census Tract 8128.01,"439","935","321","17","94662","1712","0.9509345794392523"
"948",Census Tract 8128.02,"217","732","258","20","94886","1227","1.0660146699266504"
"949",Census Tract 8129,"187","650","615","209","158625","1661","1.5093317278747742"
"950",Census Tract 8130,"22","603","617","184","141903","1426","1.6753155680224403"
"951",Census Tract 8131,"82","874","699","95","113393","1750","1.461142857142857"
"952",Census Tract 8132,"108","635","699","97","164196","1539","1.5100714749837556"
"953",Census Tract 8133.01,"112","406","226","129","38795","873","1.4261168384879725"
"954",Census Tract 8133.02,"137","325","266","147","40255","875","1.4834285714285713"
"955",Census Tract 8134,"94","513","688","463","51075","1758","1.8646188850967007"
"956",Census Tract 8135,"288","367","695","510","65321","1860","1.7672043010752687"
"957",Census Tract 8136,"175","581","366","470","61968","1592","1.710427135678392"
"958",Census Tract 8137.01,"180","364","299","79","56635","922","1.3004338394793926"
"959",Census Tract 8137.02,"101","419","431","271","69920","1222","1.7135842880523733"
"960",Census Tract 8138.01,"100","413","256","152","40638","921","1.499457111834962"
"961",Census Tract 8138.02,"138","532","468","166","55721","1304","1.5076687116564418"
"962",Census Tract 8139,"223","418","431","512","58125","1584","1.777777777777778"
"963",Census Tract 8140,"83","510","482","255","70500","1330","1.6834586466165413"
"964",Census Tract 8141,"266","423","311","237","44978","1237","1.4195634599838318"
"965",Census Tract 8142,"110","569","995","361","55341","2035","1.7896805896805896"
"966",Census Tract 8143,"148","502","371","406","53500","1427","1.7252978276103714"
"967",Census Tract 8144,"225","924","849","329","60335","2327","1.5509239363987968"
"968",Census Tract 8145,"7","428","639","357","76932","1431","1.9406009783368274"
"969",Census Tract 8146,"108","566","470","508","66116","1652","1.834140435835351"
"970",Census Tract 8147,"73","543","540","286","80525","1442","1.7205270457697641"
"971",Census Tract 8148,"332","729","937","198","60264","2196","1.4558287795992715"
"972",Census Tract 8149,"306","1214","696","271","54286","2487","1.3747486932046642"
"973",Census Tract 8150,"174","308","438","237","69896","1157","1.6378565254969748"
"974",Census Tract 8151,"42","620","450","336","85677","1448","1.7458563535911602"
"975",Census Tract 8152,"111","948","593","626","62375","2278","1.7611940298507462"
"976",Census Tract 8153,"62","396","604","162","86534","1224","1.707516339869281"
"977",Census Tract 8154,"233","1021","514","312","79457","2080","1.4350961538461537"
"978",Census Tract 8155,"157","733","735","688","80367","2313","1.8447903156074361"
"979",Census Tract 8156,"70","841","657","317","80240","1885","1.6477453580901857"
"980",Census Tract 8157.01,"112","254","664","227","150625","1257","1.8003182179793158"
"981",Census Tract 8157.02,"87","682","791","329","132148","1889","1.7210164107993646"
"982",Census Tract 8158,"56","229","198","135","102750","618","1.6666666666666667"
"983",Census Tract 8159,"310","1697","496","183","101076","2686","1.2055100521221147"
"984",Census Tract 8160,"137","694","701","67","131813","1599","1.4365228267667292"
"985",Census Tract 8161,"276","1128","759","247","86639","2410","1.4053941908713694"
"986",Census Tract 8162,"171","629","560","293","79896","1653","1.58983666061706"
"987",Census Tract 8163,"64","497","565","349","63480","1475","1.8128813559322035"
"988",Census Tract 8164.01,"64","414","359","374","59891","1211","1.861271676300578"
"989",Census Tract 8164.02,"67","287","473","425","52708","1252","2.0031948881789137"
"990",Census Tract 8165,"127","487","478","230","44965","1322","1.613464447806354"
"991",Census Tract 8166,"54","323","650","250","44911","1277","1.8582615505090054"
"992",Census Tract 8167,"78","261","259","314","61691","912","1.8870614035087718"
"993",Census Tract 8168,"171","527","639","582","72051","1919","1.8504429390307453"
"994",Census Tract 8169,"86","509","745","456","79534","1796","1.8747216035634744"
"995",Census Tract 8170,"276","444","571","306","71875","1597","1.5679398872886663"
"996",Census Tract 8171.01,"179","626","544","289","56047","1638","1.5757020757020757"
"997",Census Tract 8171.02,"108","337","370","213","73895","1028","1.6692607003891051"
"998",Census Tract 8172,"256","640","400","185","61341","1481","1.3470627954085077"
"999",Census Tract 8173,"88","258","247","160","56615","753","1.6361221779548474"
"1000",Census Tract 8174,"79","353","381","357","64954","1170","1.8683760683760684"
"1001",Census Tract 8175,"250","546","313","148","74250","1257","1.2856006364359587"
"1002",Census Tract 8176,"71","453","439","226","49444","1189","1.6896551724137931"
"1003",Census Tract 8177,"67","741","583","393","83478","1784","1.7298206278026906"
"1004",Census Tract 8179,"302","943","630","278","83197","2153","1.4105898745935903"
"1005",Census Tract 8180,"142","906","549","123","72196","1720","1.3796511627906978"
"1006",Census Tract 8181,"31","350","318","196","118451","895","1.758659217877095"
"1007",Census Tract 8182,"38","784","809","262","107639","1893","1.6840993132593767"
"1008",Census Tract 8183,"108","550","643","525","76071","1826","1.8680175246440307"
"1009",Census Tract 8184.01,"109","421","468","346","79943","1344","1.7819940476190477"
"1010",Census Tract 8184.02,"216","497","597","192","100781","1502","1.5093209054593875"
"1011",Census Tract 8185,"37","845","1146","281","118873","2309","1.7236899090515374"
"1012",Census Tract 8186,"72","565","955","270","115662","1862","1.7642320085929108"
"1013",Census Tract 8187,"39","408","682","245","135355","1374","1.824599708879185"
"1014",Census Tract 8188,"47","633","962","310","123288","1952","1.7863729508196722"
"1015",Census Tract 8189,"128","701","700","241","115809","1770","1.5954802259887007"
"1016",Census Tract 8190,"103","345","709","294","172378","1451","1.822880771881461"
"1017",Census Tract 8191,"212","699","694","191","74808","1796","1.4810690423162585"
"1018",Census Tract 8192,"98","707","646","496","84435","1947","1.7909604519774012"
"1019",Census Tract 8193,"17","406","394","138","92340","955","1.6837696335078534"
"1020",Census Tract 8194,"67","686","857","479","82637","2089","1.8367640019147917"
"1021",Census Tract 8195,"155","802","373","74","123571","1404","1.2606837606837606"
"1022",Census Tract 8196,"9","277","766","243","217750","1295","1.9598455598455597"
"1023",Census Tract 8197,"59","374","1091","230","159500","1754","1.8506271379703536"
"1024",Census Tract 8198.01,"19","334","866","409","190590","1628","2.0227272727272725"
"1025",Census Tract 8198.02,"14","165","584","179","191607","942","1.9851380042462845"
"1026",Census Tract 8199,"12","219","571","249","200592","1051","2.005708848715509"
"1027",Census Tract 8200,"0","87","314","198","241786","599","2.1853088480801337"
"1028",Census Tract 8201.01,"146","989","1383","524","139706","3042","1.7511505588428664"
"1029",Census Tract 8201.03,"46","546","737","229","90234","1558","1.7374839537869062"
"1030",Census Tract 8201.04,"118","661","613","297","100016","1689","1.644760213143872"
"1031",Census Tract 8202.02,"68","565","520","167","68083","1320","1.5954545454545455"
"1032",Census Tract 8202.03,"14","139","524","498","161827","1175","2.2817021276595746"
"1033",Census Tract 8202.04,"75","894","695","302","122684","1966","1.622583926754832"
"1034",Census Tract 8203,"32","498","541","498","55292","1569","1.9592096876991714"
"1035",Census Tract 8204,"205","551","541","403","46553","1700","1.6717647058823528"
"1036",Census Tract 8205.01,"150","360","859","527","76772","1896","1.9298523206751055"
"1037",Census Tract 8205.02,"178","740","623","447","66351","1988","1.6735412474849094"
"1038",Census Tract 8206.03,"68","647","631","481","83536","1827","1.8347016967706622"
"1039",Census Tract 8206.04,"138","586","499","161","50865","1384","1.4934971098265897"
"1040",Census Tract 8206.05,"256","887","441","328","51722","1912","1.4398535564853556"
"1041",Census Tract 8206.06,"12","544","667","440","101213","1663","1.9230306674684305"
"1042",Census Tract 8207,"168","750","862","534","87997","2314","1.7614520311149524"
"1043",Census Tract 8208,"37","343","450","332","76694","1162","1.9268502581755593"
"1044",Census Tract 8209.01,"279","554","643","334","63655","1810","1.5701657458563536"
"1045",Census Tract 8209.02,"60","371","647","477","99167","1555","1.9909967845659164"
"1046",Census Tract 8210.01,"60","636","574","302","61196","1572","1.7111959287531806"
"1047",Census Tract 8210.02,"85","684","502","518","72692","1789","1.8121855785354948"
"1048",Census Tract 8211.01,"34","410","604","331","81196","1379","1.8934010152284264"
"1049",Census Tract 8211.02,"84","292","624","509","76820","1509","2.0324718356527502"
"1050",Census Tract 8212,"417","831","573","295","68779","2116","1.3525519848771268"
"1051",Census Tract 8213,"322","809","575","298","55389","2004","1.4236526946107784"
"1052",Census Tract 8214.01,"94","642","441","242","48807","1419","1.5856236786469344"
"1053",Census Tract 8214.02,"202","661","364","170","76724","1397","1.3593414459556192"
"1054",Census Tract 8215,"171","353","101","29","41767","654","0.981651376146789"
"1055",Census Tract 8216,"155","577","550","459","92333","1741","1.7541642734060885"
"1056",Census Tract 8217,"78","488","791","330","96371","1687","1.8138707765263782"
"1057",Census Tract 8218,"163","750","793","379","102647","2085","1.6657074340527578"
"1058",Census Tract 8219,"114","624","610","300","94000","1648","1.6650485436893203"
"1059",Census Tract 8220,"71","865","536","273","63523","1745","1.5793696275071634"
"1060",Census Tract 8221.01,"19","629","580","310","82083","1538","1.7678803641092329"
"1061",Census Tract 8221.02,"264","932","346","295","81544","1837","1.3658138268916713"
"1062",Census Tract 8222,"31","296","693","187","95172","1207","1.8583264291632147"
"1063",Census Tract 8223.01,"80","226","350","412","97188","1068","2.0243445692883895"
"1064",Census Tract 8223.02,"120","758","398","334","91944","1610","1.5875776397515529"
"1065",Census Tract 8224,"130","659","782","400","57957","1971","1.7366818873668188"
"1066",Census Tract 8225,"110","491","809","222","75980","1632","1.7003676470588236"
"1067",Census Tract 8226.01,"49","399","844","231","103229","1523","1.825344714379514"
"1068",Census Tract 8226.02,"114","1139","1385","461","101750","3099","1.707647628267183"
"1069",Census Tract 8227.01,"262","866","533","245","79746","1906","1.3992654774396642"
"1070",Census Tract 8227.02,"92","540","513","214","77714","1359","1.6247240618101546"
"1071",Census Tract 8228.01,"63","587","564","205","119507","1419","1.64200140944327"
"1072",Census Tract 8228.02,"105","347","672","169","101607","1293","1.699922660479505"
"1073",Census Tract 8229,"38","320","255","180","84688","793","1.7276166456494324"
"1074",Census Tract 8230.01,"221","1264","874","346","63917","2705","1.497227356746765"
"1075",Census Tract 8230.02,"153","710","771","462","73224","2096","1.7356870229007635"
"1076",Census Tract 8231.01,"212","620","447","281","63485","1560","1.5108974358974359"
"1077",Census Tract 8231.02,"105","521","428","351","77782","1405","1.7295373665480427"
"1078",Census Tract 8232,"66","728","679","361","80667","1834","1.727917121046892"
"1079",Census Tract 8233.02,"154","1664","581","358","61821","2757","1.4145810663764962"
"1080",Census Tract 8233.03,"79","621","627","299","85417","1626","1.7047970479704797"
"1081",Census Tract 8233.04,"305","1137","680","447","63845","2569","1.493966523939276"
"1082",Census Tract 8234,"250","676","636","256","56060","1818","1.493949394939494"
"1083",Census Tract 8235,"203","604","651","104","67464","1562","1.4199743918053778"
"1084",Census Tract 8236.02,"314","1124","1006","406","74414","2850","1.527719298245614"
"1085",Census Tract 8236.03,"53","205","145","114","61679","517","1.618955512572534"
"1086",Census Tract 8236.04,"0","349","660","239","112857","1248","1.9118589743589745"
"1087",Census Tract 8236.05,"27","328","701","381","99980","1437","1.999304105775922"
"1088",Census Tract 8237.02,"201","1064","909","381","83450","2555","1.5753424657534247"
"1089",Census Tract 8237.03,"105","1010","1100","686","61972","2901","1.8159255429162358"
"1090",Census Tract 8237.04,"17","168","790","287","92917","1262","2.0673534072900157"
"1091",Census Tract 8237.05,"96","515","643","305","69625","1559","1.742142398973701"
"1092",Census Tract 8238.01,"237","538","853","507","132031","2135","1.7634660421545667"
"1093",Census Tract 8238.03,"91","741","969","748","102258","2549","1.9313456257355825"
"1094",Census Tract 8238.05,"78","827","414","156","72359","1475","1.439322033898305"
"1095",Census Tract 8238.06,"74","603","573","429","69342","1679","1.808219178082192"
"1096",Census Tract 8239.01,"44","621","825","253","120449","1743","1.738382099827883"
"1097",Census Tract 8239.03,"76","395","771","430","113491","1672","1.930023923444976"
"1098",Census Tract 8239.04,"17","483","792","346","116098","1638","1.8956043956043955"
"1099",Census Tract 8240.03,"0","427","1040","480","117222","1947","2.027221366204417"
"1100",Census Tract 8240.04,"220","656","788","309","122010","1973","1.601115053218449"
"1101",Census Tract 8240.05,"8","269","1052","582","145644","1911","2.1554160125588697"
"1102",Census Tract 8240.06,"14","301","702","652","148163","1669","2.1935290593169565"
"1103",Census Tract 8241.05,"15","430","1709","465","115463","2619","2.001909125620466"
"1104",Census Tract 8241.06,"34","780","957","627","102967","2398","1.907839866555463"
"1105",Census Tract 8241.07,"86","844","1043","728","93892","2701","1.8933728248796742"
"1106",Census Tract 8241.13,"19","513","1249","625","114351","2406","2.030756442227764"
"1107",Census Tract 8241.14,"0","444","1002","387","140417","1833","1.9689034369885434"
"1108",Census Tract 8241.15,"145","368","776","203","89167","1492","1.6950402144772119"
"1109",Census Tract 8241.16,"131","1058","817","211","77022","2217","1.4997744700045106"
"1110",Census Tract 8241.19,"12","726","937","584","109531","2259","1.9265161575918548"
"1111",Census Tract 8241.21,"46","288","724","223","85893","1281","1.8774395003903201"
"1112",Census Tract 8241.22,"103","641","944","670","112150","2358","1.9249363867684477"
"1113",Census Tract 8241.23,"108","822","1371","461","95288","2762","1.7910934105720493"
